,0
"""SPAIN,VITORIA,1013""
","40.2515589,-4.0680017"
"""SPAIN,POLINYA,8213""
","41.5553954,2.1567953"
"""GERMANY,HANNOVER,30165""
","52.4042924,9.7256773"
"""FRANCE,BRETEUIL,60120""
","49.6340519,2.29562"
"""GERMANY,BAD BENTHEIM-GILDEHAUS,48455""
","52.2961639,7.1005117"
"""GERMANY,NETTETAL,41334""
","51.3262794,6.2721001"
"""CZECH REPUBLIC,ODRY,742 35""
","49.6625479,17.8308497"
"""ITALY,BRINDISI,72100""
","40.6327278,17.9417616"
"""ITALY,SOZZIGALLI SOLIERA,41019""
","44.7487848,10.9760089"
"""POLAND,KRAKOW,30-399""
","50.0001125,19.8448772"
"""ITALY,OSPIATE DI BOLLATE,20021""
","45.5413612,9.101195"
"""FRANCE,LA ROCHE SUR YON,85000""
","46.670511,-1.426442"
"""FRANCE,CROIX CEDEX,59964""
","47.625385,0.277059"
"""GERMANY,OLCHING,82140""
","48.2128791,11.3490674"
"""BELGIUM,ZWIJNDRECHT,2070""
","51.2164116,4.3335905"
"""ITALY,VALFENERA,14017""
","44.9030261,7.9674172"
"""GERMANY,KOBLENZ,56020""
","50.3534,7.60196"
"""GERMANY,HORB AM NECKAR,72160""
","48.4544359,8.6481543"
"""SPAIN,RIPOLLET,8291""
","41.482444,2.164258"
"""ITALY,GRUGLIASCO,10095""
","45.0563863,7.5943754"
"""ITALY,BOLGARE,24060""
","45.6340243,9.8138918"
"""ITALY,CRESCENTINO,13044""
","45.1919142,8.1028002"
"""ITALY,SETTIMO TORINESE,10036""
","45.1383266,7.7728777"
"""ITALY,GALBIATE,23851""
","45.8164793,9.376957"
"""NETHERLANDS,MH BOLSWARD,8701 PT""
","53.0662756,5.5038667"
"""POLAND,PIASTOW,05-820""
","52.1859951,20.8461704"
"""ITALY,CANTELLO,21050""
","45.820969,8.8959612"
"""UNITED KINGDOM,BRIERLEY HILL, WEST MIDLA,DY5 1QA""
","52.4919459,-2.1218017"
"""ITALY,POZZOLENGO,25010""
","45.4036477,10.6294478"
"""GERMANY,STADTILM,99326""
","50.7753052,11.0809079"
"""BELGIUM,SINT-MICHIELS BRUGGE,8200""
","51.1858939,3.2082098"
"""FRANCE,CORBAS,69960""
","45.6707337,4.9047793"
"""GERMANY,HATTINGEN,45525""
","51.3948427,7.1860493"
"""FRANCE,BEAUTOR,2800""
","50.3952275,3.0909252"
"""SWITZERLAND,RUETHI,9464""
","47.2936044,9.5376332"
"""FRANCE,HERBLAY,95220""
","48.990006,2.165493"
"""ITALY,RIVOLTA D'ADDA,26027""
","45.4705077,9.5130213"
"""AUSTRIA,ST VALENTIN,4300""
","48.1751847,14.5254825"
"""BELGIUM,MERCHTEM,1785""
","50.9451904,4.2609401"
"""UNITED KINGDOM,TRIMDON GRANGE,TS29 6PE""
","54.7165084,-1.4293717"
"""BELGIUM,HOBOKEN,2660""
","51.1775732,4.34992"
"""UNITED KINGDOM,NORTHFLEET,DA11 8HB""
","51.4342292,0.3322903"
"Key
","39.9645575,-83.7853844"
"""GERMANY,ENGELSKIRCHEN,51766""
","50.9755735,7.4167285"
"""FRANCE,FORBACH,57604""
","49.1893595,6.9012355"
"""ITALY,SAN PROSPERO,41030""
","44.7939976,11.0239141"
"""NETHERLANDS,SCHIPOL-RIJK,1119 NT""
","52.280767,4.7615676"
"""ITALY,CRESPELLANO,40056""
","44.5143919,11.1290632"
"""ITALY,BRUINO TO,10090""
","45.0208008,7.46814"
"""ITALY,SANTA MARGHERITA D'ADIGE,35040""
","45.2142239,11.5564956"
"""NETHERLANDS,SCHIPHOL-RIJK,1119 NT""
","52.280767,4.7615676"
"""SLOVAKIA,DUBNICA NAD VAHOM,018 41""
","48.9463346,18.2177194"
"""POLAND,POZNAN,60-003""
","52.4100971,16.8395583"
"""ITALY,RIVALTA,10040""
","45.0272801,7.5107776"
"""BELGIUM,HOOGLEDE,8830""
","50.9823447,3.0764881"
"""ITALY,RIVOLI VERONESE,37010""
","45.5773839,10.8059919"
"""ITALY,FONTANINI,43010""
","45.3078384,10.0188198"
"""ITALY,PIETRACUTA DI SAN LEO,47865""
","43.9558817,12.3684824"
"""GERMANY,NIEDERNHALL,74676""
","49.2861413,9.6185358"
"""CZECH REPUBLIC,MYSLINKA,330 23""
","49.7480252,13.2190419"
"""UNITED KINGDOM,BASILDON,SS14 3BE""
","51.5814146,0.452931"
"""BELGIUM,DESTELDONK/GENT,9042""
","51.1220868,3.7825691"
"""FRANCE,ST SYMPHORIEN D OZON,69360""
","45.6386619,4.866302"
"""BELGIUM,BOOM,2850""
","51.0924256,4.3779474"
"""GERMANY,KANDEL,76870""
","49.083333,8.2"
"""UNITED KINGDOM,SCARBOROUGH,YO11 3UT""
","54.2373904,-0.4186612"
"""GERMANY,NEUNKIRCHEN,57290""
","50.78995,8.0053568"
"""CZECH REPUBLIC,ZELEZNY BROD,46822""
","50.64274,15.2540856"
"""ITALY,ARPAIA,82011""
","41.0384238,14.5531893"
"""ITALY,NOVELLARA,42017""
","44.8492956,10.7317542"
"""ITALY,VENARIA REALE,10078""
","45.1301582,7.6310474"
"""GERMANY,GARCHING,85748""
","48.2488721,11.6532477"
"""BELGIUM,DADIZELE,8890""
","50.8516407,3.0944555"
"""ITALY,CORSICO,20094""
","45.4323397,9.1092323"
"""ITALY,BRUINO,10090""
","45.0150142,7.4750529"
"""FRANCE,ANTEUIL,25340""
","47.387872,6.559563"
"""AUSTRIA,SAINT MICHAEL BEI BLEIBUR,9143""
","46.5772706,14.7521583"
"""ITALY,TORINO,10146""
","45.08048,7.6203125"
"""ITALY,VILLA CARCINA,25060""
","45.6323313,10.1939573"
"""FRANCE,VIERZON CEDEX,18102""
","47.2280454,2.2920567"
"""ITALY,LIVORNO,57121""
","43.5641466,10.3554035"
"""GERMANY,WEMDING,86650""
","48.8764566,10.7185281"
"""ITALY,CARESANABLOT,13030""
","45.3564359,8.3893666"
"""ITALY,SURBO,73010""
","40.3953273,18.1350107"
"""TURKEY,NİLÜFER/BURSA,16140""
","40.2423732,28.9470422"
"""POLAND,SOSNOWIEC,41200""
","50.2862638,19.1040791"
"""SWEDEN,LJUNGSARP,514 55""
","57.5653542,13.5835297"
"""FRANCE,CAEN,14000""
","49.1923387,-0.3796444"
"""ITALY,VOLPIANO,10088""
","45.2009438,7.7796572"
"""FRANCE,LEZIGNE,49430""
","47.63682,-0.297131"
"""ITALY,FELETTO CANAVESE,10080""
","45.3180179,7.7321284"
"""AUSTRIA,VÖCKLAMARKT,4870""
","48.0015759,13.4826581"
"""ITALY,SPARONE,10080""
","45.4113695,7.5419103"
"""UNITED KINGDOM,KIDDERMINSTER,DY10 3SD""
","52.423899,-2.2356836"
"""ITALY,REGGIO EMILIA ,42124""
","44.6989932,10.6296859"
"""FRANCE,SAINT OUEN,93400""
","48.911856,2.333764"
"""UNITED KINGDOM,BASILDON,SS14 3ES""
","51.590972,0.4918799"
"""ITALY,PORRETTA TERME,40046""
","44.1553432,10.9761849"
"""FRANCE,COEX,85200""
","46.7343336,-1.7468432"
"""CZECH REPUBLIC,MNICHOVO HRADISTE,295 01""
","50.5269291,14.9720041"
"""ITALY,LUZZARA,42045""
","44.9608583,10.6887692"
"""ITALY,BESOZZO,21023""
","45.8435928,8.6708467"
"""ITALY,VALLESE DI OPPEANO,37050""
","45.3280562,11.0817438"
"""BELGIUM,STADEN,8840""
","50.9420019,3.0231368"
"""UNITED KINGDOM,COLNE,BB8 7PP""
","53.8578303,-2.177509"
"""UNITED KINGDOM,PONTYCLUN, MID GLAMORGAN,CF72 9HG""
","51.5230019,-3.3909714"
"""SWITZERLAND,ERMENSWIL,8734""
","47.2487954,8.8909984"
"""FRANCE,ANNONAY,7100""
","45.2129899,4.3490434"
"""FRANCE,STEENBECQUE,59189""
","50.6637833,2.4635334"
"""GERMANY,WALDKARIBURG,84478""
","48.2086516,12.4016363"
"""TURKEY,BORNOVA IZMIR,35042""
","38.453555,27.197052"
"""GERMANY,GROSS-ROHRHEIM,68649""
","49.7157784,8.4725086"
"""GERMANY,RHEINE,48432""
","52.2317604,7.468862"
"""CZECH REPUBLIC,CHOCEN,565 01""
","50.0016037,16.2230307"
"""ITALY,REGGIO EMILIA,42044""
","44.8897874,10.6115031"
"""ITALY,PERUGIA,6135""
","40.9152665,14.4072761"
"""ITALY,PIOLTELLO,20096""
","45.5013851,9.3304725"
"""POLAND,PRUSZKOW,05-800""
","52.1704725,20.8118862"
"""CZECH REPUBLIC,VSELIBICE,463 48""
","50.6460501,14.95139"
"""ITALY,SAN CESARIO,41018""
","44.5621048,11.0348074"
"""BELGIUM,BEERNE,8730""
","51.1530821,3.3301125"
"""BELGIUM,AALTER,9880""
","51.0769076,3.4323446"
"""UNITED KINGDOM,ALCESTER,B49 6EH""
","52.2260363,-1.8622515"
"""ITALY,LEINÌ,10040""
","45.1797783,7.716918"
"""ITALY,MOLINELLA,40062""
","44.62269,11.6696384"
"""GERMANY,NEUBRANDENBURG,17034""
","53.5746649,13.2829207"
"""FRANCE,FRESNES ,94260""
","48.7584721,2.3279962"
"""ITALY,NICHELINO,10042""
","45.0021286,7.655573"
"""GERMANY,HASSFURT,97437""
","50.0468449,10.5165323"
"""ITALY,FUCECCHIO,50054""
","43.727867,10.806722"
"""ITALY,CORRIDONIA,62014""
","43.2502078,13.513169"
"""FRANCE,LA MOTHE ACHARD,85150""
","46.61822,-1.659175"
"""ITALY,FERENTINO,3013""
","41.8777128,12.5618481"
"""FRANCE,CHAULNES,80320""
","49.818782,2.7986749"
"""FRANCE,VEIGNE,37250""
","47.286057,0.737711"
"""ITALY,GERBOLE DI VOLVERA,10040""
","44.9830092,7.5180676"
"""GERMANY,MERKERS,36460""
","50.8572387,10.0996666"
"""ITALY,GAVARDO,25085""
","45.5848291,10.4418793"
"""FRANCE,ST-JEAN DE LA RUELLE CED,45141""
","48.8202441,-1.4647689"
"""FRANCE,GLOS,14100""
","49.121558,0.281816"
"""GERMANY,SONTRA,36205""
","51.0801415,9.9572455"
"""GERMANY,ILLERTISSEN,89257""
","48.2237887,10.1112171"
"""GERMANY,GREVENBROICH,41516""
","51.1068955,6.6294561"
"""NETHERLANDS,UTRECHT,3542 CG""
","52.1217591,5.0533213"
"""GERMANY,HOEXTER,37671""
","51.7980896,9.3510271"
"""FRANCE,CAMBRAI,59400""
","50.173538,3.236633"
"""SPAIN,GETAFE,28906""
","40.3082504,-3.7323934"
"""FRANCE,BEZONS,95870""
","48.925687,2.215847"
